Location,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
Albury,6.76,14.14,3.91,31.85,11.15,15.2,89.15,70.05,1018.6899999999999,1016.97,9.504999999999999,13.38
Albury,8.360000000000001,16.29,4.5200000000000005,32.15,10.75,16.95,86.1,66.25,1014.97,1012.615,11.709999999999999,15.35
Albury,4.46,15.544999999999998,4.1899999999999995,30.25,7.85,15.5,89.25,60.1,1019.175,1017.025,8.875,14.680000000000001
Albury,14.285,28.9,0.53,34.95,9.05,15.3,61.4,37.35,1016.28,1013.635,19.565,27.325
Albury,16.005000000000003,30.544999999999998,3.4099999999999993,39.35,12.8,15.1,62.3,38.1,1013.4549999999999,1010.71,20.79,28.25
Albury,11.584999999999999,23.4,4.49,34.9,9.95,16.5,74.95,45.85,1017.6,1014.825,15.919999999999998,22.16
Albury,14.99,31.014999999999997,0.89,33.35,7.65,12.45,60.6,30.6,1019.4100000000001,1016.5450000000001,20.28,29.625
Albury,14.64,29.8,0.5800000000000001,34.6,9.7,15.35,62.9,34.15,1017.2450000000001,1014.305,19.43,28.23
AliceSprings,11.76,28.685000000000002,0.4,46.35,16.2,21.25,24.15,15.95,1018.7,1014.9950000000001,20.405,27.689999999999998
AliceSprings,8.584999999999999,22.815,0.09,36.95,13.35,17.55,42.85,26.45,1019.8149999999999,1016.3799999999999,15.35,21.919999999999998
AliceSprings,10.75,25.035,0.13,39.9,13.1,18.95,43.75,24.05,1018.305,1014.6899999999999,16.965,24.115000000000002
AliceSprings,19.56,36.735,0.02,49.75,21.15,21.6,18.95,9.45,1011.7149999999999,1007.675,29.82,35.625
AliceSprings,15.655000000000001,29.415,0.5700000000000001,46.2,24.85,22.1,26.65,16.3,1016.735,1013.07,22.595,28.409999999999997
AliceSprings,14.430000000000001,31.24,0.62,42.7,19.75,16.0,24.9,14.5,1017.725,1013.3700000000001,24.035,30.29
AliceSprings,22.115000000000002,35.980000000000004,0.9099999999999999,52.45,19.1,27.6,33.3,21.8,1009.07,1005.445,29.044999999999998,34.61
AliceSprings,19.82,35.445,0.33999999999999997,48.2,17.05,18.7,32.65,24.3,1009.5799999999999,1005.8799999999999,28.72,33.775
AliceSprings,19.365000000000002,34.325,1.19,42.4,19.65,19.2,33.6,20.7,1010.3399999999999,1006.6700000000001,26.895,33.339999999999996
AliceSprings,10.24,25.845,0.0,42.35,13.25,19.75,34.5,18.9,1020.3700000000001,1016.68,17.79,25.035
AliceSprings,15.684999999999999,29.98,0.03,38.6,17.3,17.55,37.4,18.3,1016.15,1011.7950000000001,21.794999999999998,28.964999999999996
AliceSprings,19.07,33.83,0.43,42.6,17.2,18.0,29.25,20.2,1014.735,1010.3149999999999,26.145,32.760000000000005
AliceSprings,11.415000000000001,23.175,2.37,41.05,16.5,18.1,63.0,47.2,1019.3399999999999,1015.9100000000001,17.165,22.169999999999998
AliceSprings,8.065000000000001,21.775,1.3800000000000001,40.15,16.8,19.45,61.15,37.45,1021.3,1017.3399999999999,14.55,21.175
AliceSprings,6.385,20.73,0.64,36.75,12.85,19.2,60.75,34.8,1020.3549999999999,1016.54,12.934999999999999,19.96
AliceSprings,19.565,34.38,4.01,46.95,20.15,15.3,42.3,29.2,1007.675,1003.7850000000001,27.22,33.114999999999995
AliceSprings,15.74,30.73,2.25,40.7,17.7,19.8,45.1,31.8,1010.7450000000001,1007.3299999999999,24.44,29.464999999999996
AliceSprings,14.709999999999999,30.089999999999996,1.6900000000000002,44.6,17.0,19.8,43.3,29.45,1013.9549999999999,1010.35,23.634999999999998,28.79
AliceSprings,20.34,32.32,8.4,45.55,14.8,19.0,52.9,40.15,1011.6200000000001,1008.275,25.925,30.6
AliceSprings,19.525,32.185,2.8600000000000003,46.7,18.75,22.05,41.4,30.55,1011.9399999999999,1008.415,25.595,31.27
AliceSprings,20.455000000000002,35.475,0.27999999999999997,42.6,16.55,19.35,34.95,21.3,1009.9100000000001,1006.425,28.439999999999998,34.455
AliceSprings,5.779999999999999,19.825,0.49000000000000005,34.3,10.2,18.7,63.6,36.05,1022.32,1018.9399999999999,12.545,19.32
AliceSprings,11.620000000000001,22.765,2.35,35.1,13.45,17.5,57.8,43.7,1018.7450000000001,1015.6600000000001,16.71,22.07
AliceSprings,12.635,27.905,1.2,36.5,10.75,15.7,56.2,31.1,1018.01,1013.985,19.56,27.244999999999997
AliceSprings,7.555,22.895,0.0,31.85,9.25,15.3,57.85,33.6,1022.75,1019.22,14.075,21.925
AliceSprings,5.275,19.825,0.0,35.2,11.8,18.2,49.55,30.45,1025.96,1022.625,11.945,18.805
AliceSprings,12.379999999999999,29.425,0.0,38.95,15.4,19.15,36.7,18.65,1019.4950000000001,1015.4100000000001,20.66,28.335
AliceSprings,9.575,26.57,0.0,38.9,15.45,19.6,33.7,18.2,1020.1450000000001,1016.24,18.93,25.639999999999997
AliceSprings,13.094999999999999,29.080000000000002,0.31,38.4,14.35,16.6,35.75,23.85,1018.72,1014.8149999999999,22.09,27.610000000000003
AliceSprings,18.89,37.285000000000004,0.03,43.7,18.05,16.15,19.1,12.5,1014.2149999999999,1010.0049999999999,29.885,35.845
AliceSprings,16.895,33.78,0.06999999999999999,45.2,21.35,18.6,16.8,11.95,1016.4350000000001,1012.18,25.639999999999997,32.035000000000004
AliceSprings,8.555,24.79,0.02,36.6,16.65,16.95,34.05,20.15,1022.7,1018.675,16.555,23.77
AliceSprings,9.309999999999999,28.809999999999995,0.0,40.75,17.4,18.3,18.55,11.3,1021.8399999999999,1017.475,21.19,27.645
AliceSprings,7.75,27.35,0.0,38.9,15.0,18.45,26.35,13.8,1021.6600000000001,1017.2549999999999,18.369999999999997,26.25
AliceSprings,13.830000000000002,33.38,0.0,43.45,23.5,17.95,13.35,8.45,1017.47,1013.0,25.95,32.010000000000005
AliceSprings,3.715,21.669999999999998,0.12,35.45,12.05,15.45,40.0,22.8,1022.3299999999999,1018.4950000000001,12.88,20.675
AliceSprings,3.6700000000000004,18.825,1.19,38.65,12.1,19.85,48.2,28.3,1026.6100000000001,1023.015,10.52,17.89
AliceSprings,14.425,29.830000000000002,0.22999999999999998,38.85,14.25,19.55,36.5,23.15,1015.5350000000001,1012.1700000000001,22.415,28.22
AliceSprings,20.985,32.495,6.859999999999999,38.15,18.0,18.55,50.6,38.75,1007.6049999999999,1004.4350000000001,26.01,31.21
AliceSprings,19.509999999999998,35.809999999999995,0.05,42.6,17.2,17.55,28.1,20.0,1011.0649999999999,1007.46,29.085,34.425
AliceSprings,19.52,36.935,0.6,45.45,18.6,17.65,24.8,20.3,1012.6200000000001,1008.5649999999999,29.310000000000002,34.6
AliceSprings,22.15,36.42,3.6399999999999997,46.2,16.8,18.65,40.55,26.45,1009.225,1005.7450000000001,28.564999999999998,34.55
AliceSprings,21.669999999999998,35.2,1.98,43.35,19.85,16.55,38.95,26.85,1010.5600000000001,1006.7450000000001,28.360000000000003,33.510000000000005
AliceSprings,23.835,36.04,2.87,41.3,18.35,18.25,57.05,37.0,1006.6299999999999,1003.1200000000001,28.744999999999997,34.660000000000004
AliceSprings,12.77,30.78,0.53,42.15,18.8,18.4,29.9,21.8,1015.385,1010.9950000000001,23.475,29.544999999999998
AliceSprings,16.285,31.97,0.13,46.0,22.15,18.75,25.0,17.6,1013.4950000000001,1009.5799999999999,24.56,30.155
AliceSprings,12.934999999999999,28.564999999999998,0.16999999999999998,41.2,15.45,17.9,37.7,19.75,1017.775,1013.865,20.195,27.225
AliceSprings,7.635,26.419999999999998,0.0,37.95,10.65,18.0,36.4,20.15,1022.2549999999999,1018.3799999999999,16.97,25.375
AliceSprings,9.615,28.32,0.0,39.65,11.95,17.3,36.55,21.0,1019.8100000000001,1015.93,19.02,27.29
AliceSprings,17.18,35.25,0.12,40.1,16.45,17.7,29.6,20.9,1013.475,1009.3700000000001,26.475,33.775
AliceSprings,17.8,35.57,0.9800000000000001,40.6,13.45,18.4,26.55,15.65,1012.9399999999999,1009.05,26.725,34.37
AliceSprings,22.2,36.765,0.39,44.0,15.2,17.7,43.35,27.05,1012.325,1008.4799999999999,29.360000000000003,35.015
AliceSprings,15.580000000000002,32.53,0.20999999999999996,38.15,15.55,16.95,37.3,22.2,1017.71,1013.6450000000001,23.835,31.025
AliceSprings,18.825,32.885000000000005,3.25,42.15,15.75,17.5,39.2,30.85,1012.885,1009.665,25.955000000000002,31.47
AliceSprings,20.905,36.315,0.08,44.35,15.95,20.8,32.4,21.9,1009.725,1006.18,29.24,34.455
AliceSprings,12.665000000000001,27.714999999999996,1.7100000000000002,38.35,16.8,17.8,45.35,26.1,1018.265,1014.57,20.025,26.564999999999998
AliceSprings,7.315,23.345,0.13999999999999999,37.8,14.15,17.65,43.05,23.9,1021.53,1017.695,14.895,22.19
AliceSprings,8.940000000000001,22.48,1.1,37.9,13.2,17.15,60.6,41.1,1018.675,1015.18,15.255,20.880000000000003
AliceSprings,9.655,24.794999999999998,1.86,32.8,9.4,14.75,61.75,35.8,1019.6049999999999,1016.22,16.225,23.515
AliceSprings,8.14,20.919999999999998,1.19,36.95,13.15,20.1,67.15,42.75,1020.7850000000001,1017.74,13.775,19.91
AliceSprings,18.335,31.830000000000002,4.1899999999999995,41.7,19.45,18.35,54.65,37.65,1010.6700000000001,1006.9649999999999,24.619999999999997,30.5
AliceSprings,14.819999999999999,30.85,0.9400000000000001,38.85,14.9,18.0,42.45,28.4,1016.2950000000001,1012.5350000000001,23.405,29.619999999999997
AliceSprings,19.8,38.095,1.3900000000000001,47.55,17.65,18.35,30.35,18.95,1009.9200000000001,1005.915,30.115,36.035000000000004
AliceSprings,17.23,34.915,0.039999999999999994,48.3,19.85,18.7,25.8,18.25,1008.2,1004.7450000000001,26.994999999999997,32.67
BadgerysCreek,9.434999999999999,20.625,0.85,27.7,9.55,10.5,84.7,61.55,1022.71,1020.26,13.725,19.134999999999998
BadgerysCreek,11.51,25.025,0.06999999999999999,32.35,7.45,14.6,69.4,47.3,1017.3799999999999,1014.635,18.015,23.79
BadgerysCreek,10.35,20.759999999999998,5.85,29.05,8.05,10.75,86.7,62.3,1021.51,1019.43,14.184999999999999,19.259999999999998
BadgerysCreek,16.265,27.830000000000002,1.1199999999999999,30.0,6.3,13.1,78.4,51.7,1016.26,1013.7950000000001,20.455000000000002,26.514999999999997
BadgerysCreek,12.155,22.685,9.8,34.5,10.35,14.4,84.55,62.6,1020.075,1017.5799999999999,16.285,20.84
BadgerysCreek,15.745,27.564999999999998,2.13,29.1,7.05,11.2,82.05,50.5,1019.43,1016.415,19.490000000000002,26.135
BadgerysCreek,11.42,27.3,0.01,29.9,3.9,14.05,79.9,42.45,1019.75,1016.665,17.695,26.115
BadgerysCreek,12.105,27.119999999999997,0.2,29.95,5.8,13.1,77.75,47.55,1020.2549999999999,1017.05,19.065,25.48
BadgerysCreek,16.14,28.47,0.0,34.85,7.55,13.15,71.35,50.5,1017.055,1014.97,21.685,26.305
BadgerysCreek,17.69,28.435000000000002,1.51,36.45,7.55,12.7,83.95,60.8,1015.0350000000001,1012.7700000000001,21.495,26.880000000000003
BadgerysCreek,8.155,22.505000000000003,2.32,35.15,7.25,13.35,81.55,47.75,1020.4399999999999,1017.195,13.559999999999999,21.125
BadgerysCreek,5.8,18.244999999999997,1.55,42.25,13.3,20.35,66.1,42.9,1017.2149999999999,1014.915,12.14,17.225
BadgerysCreek,5.625,18.375,3.19,33.35,11.85,13.3,76.65,50.6,1025.1550000000002,1022.29,11.155,17.165
BadgerysCreek,15.819999999999999,25.925,5.18,29.5,7.7,10.45,83.2,57.9,1018.39,1015.9200000000001,19.335,24.455
BadgerysCreek,9.205,21.0,1.25,26.1,10.1,10.75,76.9,52.9,1022.47,1020.095,14.485,20.065
BadgerysCreek,13.844999999999999,24.94,1.64,31.15,7.9,12.6,75.3,52.1,1016.6299999999999,1013.6899999999999,18.169999999999998,23.68
BadgerysCreek,16.71,27.45,3.7099999999999995,39.1,8.4,13.0,74.4,52.8,1014.93,1012.36,20.48,25.764999999999997
